Results Table 1
,Specimen label,Maximum Load,Tensile stress at Maximum Load,Tensile strain (Extension) at Maximum Load,Load at Break (Standard),Tensile stress at Break (Standard),Tensile strain (Extension) at Break (Standard),Tensile stress at Yield (Zero Slope),Modulus (E-modulus),Comment
,,(N),(MPa),(%),(N),(MPa),(%),(MPa),(MPa),
"1","","33.99","0.45","787.40","33.99","0.45","787.40","-----","-----",""
"Coefficient of variation","","-----","-----","-----","-----","-----","-----","-----","-----",""
"Maximum","","33.99","0.45","787.40","33.99","0.45","787.40","-----","-----",""
"Mean","","33.99","0.45","787.40","33.99","0.45","787.40","-----","-----",""
"Median","","33.99","0.45","787.40","33.99","0.45","787.40","-----","-----",""
"Minimum","","33.99","0.45","787.40","33.99","0.45","787.40","-----","-----",""
"Range","","0.00","0.00","0.00","0.00","0.00","0.00","-----","-----",""
"Standard deviation","","-----","-----","-----","-----","-----","-----","-----","-----",""
"Mean + 1 SD","","-----","-----","-----","-----","-----","-----","-----","-----",""
"Mean - 1 SD","","-----","-----","-----","-----","-----","-----","-----","-----",""

Results Table 2


1,Time,Displacement,Force
"","146.0000","145.9637","0.0263"
"","146.1000","146.0637","0.0263"
"","146.2000","146.1638","0.0263"
"","146.3000","146.2637","0.0264"
"","146.4000","146.3638","0.0264"
"","146.5000","146.4635","0.0264"
"","146.6000","146.5636","0.0264"
"","146.7000","146.6635","0.0264"
"","146.8000","146.7637","0.0264"
"","146.9000","146.8636","0.0264"
"","147.0000","146.9637","0.0264"
"","147.1000","147.0637","0.0264"
"","147.2000","147.1637","0.0264"
"","147.3000","147.2636","0.0265"
"","147.4000","147.3637","0.0265"
"","147.5000","147.4637","0.0265"
"","147.6000","147.5637","0.0265"
"","147.7000","147.6637","0.0265"
"","147.8000","147.7636","0.0265"
"","147.9000","147.8637","0.0265"
"","148.0000","147.9636","0.0265"
"","148.1000","148.0637","0.0266"
"","148.2000","148.1636","0.0265"
"","148.3000","148.2636","0.0266"
"","148.4000","148.3636","0.0266"
"","148.5000","148.4637","0.0266"
"","148.6000","148.5636","0.0266"
"","148.7000","148.6638","0.0266"
"","148.8000","148.7637","0.0266"
"","148.9000","148.8638","0.0266"
"","149.0000","148.9637","0.0266"
"","149.1000","149.0637","0.0266"
"","149.2000","149.1637","0.0267"
"","149.3000","149.2636","0.0267"
"","149.4000","149.3636","0.0267"
"","149.5000","149.4636","0.0267"
"","149.6000","149.5637","0.0267"
"","149.7000","149.6637","0.0267"
"","149.8000","149.7637","0.0267"
"","149.9000","149.8636","0.0267"
"","150.0000","149.9637","0.0267"
"","150.1000","150.0637","0.0268"
"","150.2000","150.1638","0.0268"
"","150.3000","150.2637","0.0268"
"","150.4000","150.3638","0.0268"
"","150.5000","150.4637","0.0268"
"","150.6000","150.5637","0.0268"
"","150.7000","150.6637","0.0268"
"","150.8000","150.7637","0.0268"
"","150.9000","150.8636","0.0268"
"","151.0000","150.9636","0.0269"
"","151.1000","151.0636","0.0269"
"","151.2000","151.1637","0.0269"
"","151.3000","151.2637","0.0269"
"","151.4000","151.3636","0.0269"
"","151.5000","151.4637","0.0269"
"","151.6000","151.5636","0.0269"
"","151.7000","151.6637","0.0269"
"","151.8000","151.7636","0.0269"
"","151.9000","151.8637","0.0270"
"","152.0000","151.9638","0.0270"
"","152.1000","152.0637","0.0270"
"","152.2000","152.1638","0.0270"
"","152.3000","152.2637","0.0270"
"","152.4000","152.3636","0.0270"
"","152.5000","152.4636","0.0270"
"","152.6000","152.5636","0.0270"
"","152.7000","152.6636","0.0270"
"","152.8000","152.7637","0.0271"
"","152.9000","152.8636","0.0271"
"","153.0000","152.9637","0.0271"
"","153.1000","153.0636","0.0271"
"","153.2000","153.1636","0.0271"
"","153.3000","153.2637","0.0271"
"","153.4000","153.3637","0.0271"
"","153.5000","153.4637","0.0271"
"","153.6000","153.5636","0.0271"
"","153.7000","153.6638","0.0271"
"","153.8000","153.7636","0.0272"
"","153.9000","153.8637","0.0272"
"","154.0000","153.9636","0.0272"
"","154.1000","154.0637","0.0272"
"","154.2000","154.1636","0.0272"
"","154.3000","154.2636","0.0272"
"","154.4000","154.3635","0.0272"
"","154.5000","154.4637","0.0272"
"","154.6000","154.5637","0.0273"
"","154.7000","154.6638","0.0273"
"","154.8000","154.7637","0.0273"
"","154.9000","154.8638","0.0273"
"","155.0000","154.9636","0.0273"
"","155.1000","155.0637","0.0273"
"","155.2000","155.1637","0.0273"
"","155.3000","155.2637","0.0273"
"","155.4000","155.3637","0.0273"
"","155.5000","155.4635","0.0274"
"","155.6000","155.5636","0.0274"
"","155.7000","155.6636","0.0274"
"","155.8000","155.7637","0.0274"
"","155.9000","155.8636","0.0274"
"","156.0000","155.9637","0.0274"
"","156.1000","156.0636","0.0274"
"","156.2000","156.1638","0.0274"
"","156.3000","156.2637","0.0274"
"","156.4000","156.3637","0.0275"
"","156.5000","156.4637","0.0275"
"","156.6000","156.5638","0.0275"
"","156.7000","156.6637","0.0275"
"","156.8000","156.7637","0.0275"
"","156.9000","156.8636","0.0275"
"","157.0000","156.9636","0.0275"
"","157.1000","157.0636","0.0275"
"","157.2000","157.1637","0.0276"
"","157.3000","157.2637","0.0276"
"","157.4000","157.3636","0.0276"
"","157.5000","157.4637","0.0276"
"","157.6000","157.5636","0.0276"
"","157.7000","157.6637","0.0276"
"","157.8000","157.7637","0.0276"
"","157.9000","157.8637","0.0276"
"","158.0000","157.9637","0.0277"
"","158.1000","158.0637","0.0277"
"","158.2000","158.1637","0.0277"
"","158.3000","158.2637","0.0277"
"","158.4000","158.3637","0.0277"
"","158.5000","158.4636","0.0277"
"","158.6000","158.5636","0.0277"
"","158.7000","158.6636","0.0277"
"","158.8000","158.7636","0.0277"
"","158.9000","158.8636","0.0278"
"","159.0000","158.9637","0.0278"
"","159.1000","159.0637","0.0278"
"","159.2000","159.1638","0.0278"
"","159.3000","159.2636","0.0278"
"","159.4000","159.3636","0.0278"
"","159.5000","159.4637","0.0278"
"","159.6000","159.5637","0.0278"
"","159.7000","159.6638","0.0278"
"","159.8000","159.7637","0.0279"
"","159.9000","159.8637","0.0279"
"","160.0000","159.9636","0.0279"
"","160.1000","160.0637","0.0279"
"","160.2000","160.1636","0.0279"
"","160.3000","160.2637","0.0279"
"","160.4000","160.3636","0.0279"
"","160.5000","160.4637","0.0280"
"","160.6000","160.5636","0.0280"
"","160.7000","160.6636","0.0280"
"","160.8000","160.7637","0.0280"
"","160.9000","160.8637","0.0280"
"","161.0000","160.9637","0.0280"
"","161.1000","161.0637","0.0280"
"","161.2000","161.1637","0.0280"
"","161.3000","161.2636","0.0280"
"","161.4000","161.3637","0.0281"
"","161.5000","161.4636","0.0281"
"","161.6000","161.5636","0.0281"
"","161.7000","161.6637","0.0281"
"","161.8000","161.7637","0.0281"
"","161.9000","161.8636","0.0281"
"","162.0000","161.9636","0.0281"
"","162.1000","162.0636","0.0281"
"","162.2000","162.1637","0.0282"
"","162.3000","162.2637","0.0282"
"","162.4000","162.3638","0.0282"
"","162.5000","162.4637","0.0282"
"","162.6000","162.5637","0.0282"
"","162.7000","162.6637","0.0282"
"","162.8000","162.7636","0.0282"
"","162.9000","162.8636","0.0282"
"","163.0000","162.9636","0.0282"
"","163.1000","163.0636","0.0283"
"","163.2000","163.1636","0.0283"
"","163.3000","163.2636","0.0283"
"","163.4000","163.3636","0.0283"
"","163.5000","163.4637","0.0283"
"","163.6000","163.5636","0.0283"
"","163.7000","163.6638","0.0283"
"","163.8000","163.7637","0.0283"
"","163.9000","163.8637","0.0284"
"","164.0000","163.9637","0.0284"
"","164.1000","164.0638","0.0284"
"","164.2000","164.1638","0.0284"
"","164.3000","164.2636","0.0284"
"","164.4000","164.3635","0.0284"
"","164.5000","164.4635","0.0284"
"","164.6000","164.5636","0.0284"
"","164.7000","164.6636","0.0285"
"","164.8000","164.7638","0.0285"
"","164.9000","164.8636","0.0285"
"","165.0000","164.9637","0.0285"
"","165.1000","165.0637","0.0285"
"","165.2000","165.1637","0.0285"
"","165.3000","165.2636","0.0285"
"","165.4000","165.3637","0.0286"
"","165.5000","165.4637","0.0286"
"","165.6000","165.5637","0.0286"
"","165.7000","165.6637","0.0286"
"","165.8000","165.7636","0.0286"
"","165.9000","165.8636","0.0286"
"","166.0000","165.9636","0.0286"
"","166.1000","166.0637","0.0286"
"","166.2000","166.1636","0.0287"
"","166.3000","166.2637","0.0287"
"","166.4000","166.3637","0.0287"
"","166.5000","166.4637","0.0287"
"","166.6000","166.5636","0.0287"
"","166.7000","166.6637","0.0287"
"","166.8000","166.7637","0.0287"
"","166.9000","166.8637","0.0288"
"","167.0000","166.9636","0.0288"
"","167.1000","167.0637","0.0288"
"","167.2000","167.1638","0.0288"
"","167.3000","167.2637","0.0288"
"","167.4000","167.3637","0.0288"
"","167.5000","167.4636","0.0288"
"","167.6000","167.5638","0.0289"
"","167.7000","167.6636","0.0289"
"","167.8000","167.7637","0.0289"
"","167.9000","167.8636","0.0289"
"","168.0000","167.9637","0.0289"
"","168.1000","168.0636","0.0289"
"","168.2000","168.1636","0.0289"
"","168.3000","168.2637","0.0289"
"","168.4000","168.3637","0.0290"
"","168.5000","168.4637","0.0290"
"","168.6000","168.5637","0.0290"
"","168.7000","168.6637","0.0290"
"","168.8000","168.7636","0.0290"
"","168.9000","168.8637","0.0290"
"","169.0000","168.9636","0.0290"
"","169.1000","169.0636","0.0290"
"","169.2000","169.1636","0.0291"
"","169.3000","169.2637","0.0291"
"","169.4000","169.3638","0.0291"
"","169.5000","169.4637","0.0291"
"","169.6000","169.5636","0.0291"
"","169.7000","169.6636","0.0291"
"","169.8000","169.7636","0.0291"
"","169.9000","169.8637","0.0292"
"","170.0000","169.9637","0.0292"
"","170.1000","170.0639","0.0292"
"","170.2000","170.1638","0.0292"
"","170.3000","170.2636","0.0292"
"","170.4000","170.3636","0.0292"
"","170.5000","170.4636","0.0292"
"","170.6000","170.5636","0.0293"
"","170.7000","170.6636","0.0293"
"","170.8000","170.7637","0.0293"
"","170.9000","170.8637","0.0293"
"","171.0000","170.9638","0.0293"
"","171.1000","171.0636","0.0293"
"","171.2000","171.1637","0.0293"
"","171.3000","171.2637","0.0293"
"","171.4000","171.3637","0.0294"
"","171.5000","171.4637","0.0294"
"","171.6000","171.5637","0.0294"
"","171.7000","171.6638","0.0294"
"","171.8000","171.7637","0.0294"
"","171.9000","171.8637","0.0294"
"","172.0000","171.9635","0.0294"
"","172.1000","172.0636","0.0295"
"","172.2000","172.1635","0.0295"
"","172.3000","172.2636","0.0295"
"","172.4000","172.3636","0.0295"
"","172.5000","172.4637","0.0295"
"","172.6000","172.5636","0.0295"
"","172.7000","172.6637","0.0295"
"","172.8000","172.7636","0.0296"
"","172.9000","172.8637","0.0296"
"","173.0000","172.9637","0.0296"
"","173.1000","173.0637","0.0296"
"","173.2000","173.1638","0.0296"
"","173.3000","173.2636","0.0296"
"","173.4000","173.3637","0.0296"
"","173.5000","173.4636","0.0297"
"","173.6000","173.5636","0.0297"
"","173.7000","173.6636","0.0297"
"","173.8000","173.7637","0.0297"
"","173.9000","173.8637","0.0297"
"","174.0000","173.9637","0.0297"
"","174.1000","174.0636","0.0297"
"","174.2000","174.1637","0.0298"
"","174.3000","174.2637","0.0298"
"","174.4000","174.3637","0.0298"
"","174.5000","174.4637","0.0298"
"","174.6000","174.5637","0.0298"
"","174.7000","174.6637","0.0298"
"","174.8000","174.7635","0.0298"
"","174.9000","174.8637","0.0298"
"","175.0000","174.9636","0.0299"
"","175.1000","175.0637","0.0299"
"","175.2000","175.1636","0.0299"
"","175.3000","175.2637","0.0299"
"","175.4000","175.3636","0.0299"
"","175.5000","175.4637","0.0299"
"","175.6000","175.5636","0.0300"
"","175.7000","175.6637","0.0300"
"","175.8000","175.7637","0.0300"
"","175.9000","175.8637","0.0300"
"","176.0000","175.9637","0.0300"
"","176.1000","176.0637","0.0300"
"","176.2000","176.1637","0.0300"
"","176.3000","176.2636","0.0301"
"","176.4000","176.3637","0.0301"
"","176.5000","176.4636","0.0301"
"","176.6000","176.5636","0.0301"
"","176.7000","176.6636","0.0301"
"","176.8000","176.7637","0.0301"
"","176.9000","176.8636","0.0302"
"","177.0000","176.9637","0.0302"
"","177.1000","177.0637","0.0302"
"","177.2000","177.1637","0.0302"
"","177.3000","177.2636","0.0302"
"","177.4000","177.3637","0.0302"
"","177.5000","177.4636","0.0302"
"","177.6000","177.5638","0.0303"
"","177.7000","177.6638","0.0303"
"","177.8000","177.7637","0.0303"
"","177.9000","177.8637","0.0303"
"","178.0000","177.9635","0.0303"
"","178.1000","178.0636","0.0303"
"","178.2000","178.1636","0.0303"
"","178.3000","178.2637","0.0304"
"","178.4000","178.3637","0.0304"
"","178.5000","178.4637","0.0304"
"","178.6000","178.5635","0.0304"
"","178.7000","178.6637","0.0304"
"","178.8000","178.7636","0.0304"
"","178.9000","178.8637","0.0305"
"","179.0000","178.9637","0.0305"
"","179.1000","179.0637","0.0305"
"","179.2000","179.1638","0.0305"
"","179.3000","179.2637","0.0305"
"","179.4000","179.3637","0.0305"
"","179.5000","179.4636","0.0305"
"","179.6000","179.5637","0.0306"
"","179.7000","179.6635","0.0306"
"","179.8000","179.7637","0.0306"
"","179.9000","179.8636","0.0306"
"","180.0000","179.9636","0.0306"
"","180.1000","180.0637","0.0306"
"","180.2000","180.1637","0.0306"
"","180.3000","180.2637","0.0307"
"","180.4000","180.3637","0.0307"
"","180.5000","180.4637","0.0307"
"","180.6000","180.5637","0.0307"
"","180.7000","180.6637","0.0307"
"","180.8000","180.7637","0.0307"
"","180.9000","180.8637","0.0307"
"","181.0000","180.9636","0.0308"
"","181.1000","181.0636","0.0308"
"","181.2000","181.1636","0.0308"
"","181.3000","181.2636","0.0308"
"","181.4000","181.3636","0.0308"
"","181.5000","181.4637","0.0308"
"","181.6000","181.5636","0.0309"
"","181.7000","181.6637","0.0309"
"","181.8000","181.7637","0.0309"
"","181.9000","181.8637","0.0309"
"","182.0000","181.9637","0.0309"
"","182.1000","182.0637","0.0309"
"","182.2000","182.1637","0.0310"
"","182.3000","182.2636","0.0310"
"","182.4000","182.3636","0.0310"
"","182.5000","182.4635","0.0310"
"","182.6000","182.5637","0.0310"
"","182.7000","182.6637","0.0310"
"","182.8000","182.7636","0.0311"
"","182.9000","182.8637","0.0311"
"","183.0000","182.9637","0.0311"
"","183.1000","183.0636","0.0311"
"","183.2000","183.1637","0.0311"
"","183.3000","183.2636","0.0311"
"","183.4000","183.3637","0.0311"
"","183.5000","183.4636","0.0312"
"","183.6000","183.5637","0.0312"
"","183.7000","183.6637","0.0312"
"","183.8000","183.7637","0.0312"
"","183.9000","183.8637","0.0312"
"","184.0000","183.9636","0.0312"
"","184.1000","184.0636","0.0313"
"","184.2000","184.1636","0.0313"
"","184.3000","184.2637","0.0313"
"","184.4000","184.3637","0.0313"
"","184.5000","184.4637","0.0313"
"","184.6000","184.5636","0.0313"
"","184.7000","184.6638","0.0314"
"","184.8000","184.7637","0.0314"
"","184.9000","184.8637","0.0314"
"","185.0000","184.9636","0.0314"
"","185.1000","185.0636","0.0314"
"","185.2000","185.1637","0.0314"
"","185.3000","185.2637","0.0314"
"","185.4000","185.3637","0.0315"
"","185.5000","185.4636","0.0315"
"","185.6000","185.5637","0.0315"
"","185.7000","185.6635","0.0315"
"","185.8000","185.7637","0.0315"
"","185.9000","185.8636","0.0315"
"","186.0000","185.9637","0.0316"
"","186.1000","186.0636","0.0316"
"","186.2000","186.1637","0.0316"
"","186.3000","186.2637","0.0316"
"","186.4000","186.3637","0.0316"
"","186.5000","186.4637","0.0316"
"","186.6000","186.5638","0.0317"
"","186.7000","186.6637","0.0317"
"","186.8000","186.7637","0.0317"
"","186.9000","186.8637","0.0317"
"","187.0000","186.9636","0.0317"
"","187.1000","187.0637","0.0317"
"","187.2000","187.1636","0.0317"
"","187.3000","187.2636","0.0318"
"","187.4000","187.3636","0.0318"
"","187.5000","187.4636","0.0318"
"","187.6000","187.5636","0.0318"
"","187.7000","187.6637","0.0318"
"","187.8000","187.7637","0.0318"
"","187.9000","187.8637","0.0319"
"","188.0000","187.9638","0.0319"
"","188.1000","188.0637","0.0319"
"","188.2000","188.1637","0.0319"
"","188.3000","188.2636","0.0319"
"","188.4000","188.3637","0.0319"
"","188.5000","188.4637","0.0320"
"","188.6000","188.5636","0.0320"
"","188.7000","188.6636","0.0320"
"","188.8000","188.7636","0.0320"
"","188.9000","188.8634","0.0320"
"","189.0000","188.9637","0.0320"
"","189.1000","189.0638","0.0320"
"","189.2000","189.1637","0.0321"
"","189.3000","189.2637","0.0321"
"","189.4000","189.3636","0.0321"
"","189.5000","189.4637","0.0321"
"","189.6000","189.5638","0.0321"
"","189.7000","189.6638","0.0321"
"","189.8000","189.7636","0.0322"
"","189.9000","189.8637","0.0322"
"","190.0000","189.9635","0.0322"
"","190.1000","190.0636","0.0322"
"","190.2000","190.1636","0.0322"
"","190.3000","190.2637","0.0322"
"","190.4000","190.3638","0.0323"
"","190.5000","190.4637","0.0323"
"","190.6000","190.5637","0.0323"
"","190.7000","190.6637","0.0323"
"","190.8000","190.7637","0.0323"
"","190.9000","190.8638","0.0324"
"","191.0000","190.9637","0.0324"
"","191.1000","191.0637","0.0324"
"","191.2000","191.1637","0.0324"
"","191.3000","191.2636","0.0324"
"","191.4000","191.3637","0.0324"
"","191.5000","191.4636","0.0325"
"","191.6000","191.5636","0.0325"
"","191.7000","191.6636","0.0325"
"","191.8000","191.7637","0.0325"
"","191.9000","191.8635","0.0325"
"","192.0000","191.9637","0.0325"
"","192.1000","192.0636","0.0325"
"","192.2000","192.1637","0.0326"
"","192.3000","192.2636","0.0326"
"","192.4000","192.3638","0.0326"
"","192.5000","192.4637","0.0326"
"","192.6000","192.5637","0.0326"
"","192.7000","192.6637","0.0327"
"","192.8000","192.7636","0.0327"
"","192.9000","192.8636","0.0327"
"","193.0000","192.9636","0.0327"
"","193.1000","193.0638","0.0327"
"","193.2000","193.1637","0.0328"
"","193.3000","193.2637","0.0328"
"","193.4000","193.3636","0.0328"
"","193.5000","193.4637","0.0328"
"","193.6000","193.5636","0.0328"
"","193.7000","193.6637","0.0328"
"","193.8000","193.7636","0.0328"
"","193.9000","193.8637","0.0329"
"","194.0000","193.9637","0.0329"
"","194.1000","194.0637","0.0329"
"","194.2000","194.1637","0.0329"
"","194.3000","194.2637","0.0329"
"","194.4000","194.3637","0.0330"
"","194.5000","194.4636","0.0330"
"","194.6000","194.5636","0.0330"
"","194.7000","194.6637","0.0330"
"","194.8000","194.7637","0.0330"
"","194.9000","194.8637","0.0330"
"","195.0000","194.9636","0.0331"
"","195.1000","195.0636","0.0331"
"","195.2000","195.1637","0.0331"
"","195.3000","195.2636","0.0331"
"","195.4000","195.3637","0.0331"
"","195.5000","195.4637","0.0332"
"","195.6000","195.5637","0.0332"
"","195.7000","195.6638","0.0332"
"","195.8000","195.7636","0.0332"
"","195.9000","195.8637","0.0332"
"","196.0000","195.9636","0.0332"
"","196.1000","196.0636","0.0333"
"","196.2000","196.1636","0.0333"
"","196.3000","196.2637","0.0333"
"","196.4000","196.3637","0.0333"
"","196.5000","196.4637","0.0333"
"","196.6000","196.5636","0.0334"
"","196.7000","196.6637","0.0334"
"","196.8000","196.7637","0.0334"
"","196.9000","196.8637","0.0334"
"","197.0000","196.9637","0.0334"
"","197.1000","197.0637","0.0334"
"","197.2000","197.1638","0.0334"
"","197.3000","197.2636","0.0335"
"","197.4000","197.3637","0.0335"
"","197.5000","197.4636","0.0335"
"","197.6000","197.5636","0.0335"
"","197.7000","197.6636","0.0335"
"","197.8000","197.7636","0.0336"
"","197.9000","197.8637","0.0336"
"","198.0000","197.9637","0.0336"
"","198.1000","198.0637","0.0336"
"","198.2000","198.1637","0.0336"
"","198.3000","198.2638","0.0337"
"","198.4000","198.3636","0.0337"
"","198.5000","198.4637","0.0337"
"","198.6000","198.5637","0.0337"
"","198.7000","198.6637","0.0337"
"","198.8000","198.7637","0.0338"
"","198.9000","198.8637","0.0338"
"","199.0000","198.9635","0.0338"
"","199.1000","199.0636","0.0338"
"","199.2000","199.1636","0.0338"
"","199.3000","199.2637","0.0338"
"","199.4000","199.3636","0.0339"
"","199.5000","199.4637","0.0339"
"","199.6000","199.5636","0.0339"
"","199.7000","199.6637","0.0339"
"","199.8000","199.7636","0.0339"
"","199.9000","199.8637","0.0340"
"","200.0000","199.9638","0.0340"
"","200.0370","200.0008","0.0340"

